Row ID+O6G3A1:R6,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Returns,Payment Mode
5899,CA-2019-167682,03-Apr-2019,09-Apr-2019,Standard Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,Richmond,Indiana,Central,TEC-PH-10000673,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,259.96,4,124.7808,0,COD
5898,CA-2019-167682,03-Apr-2019,09-Apr-2019,Standard Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,Richmond,Indiana,Central,FUR-FU-10003799,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",71.12,4,22.0472,0,Online
3953,US-2019-151862,01-Mar-2019,08-Mar-2019,Standard Class,ON-18715,Odella Nelson,Corporate,United States,Denver,Colorado,West,TEC-PH-10003535,Technology,Phones,RCA ViSYS 25423RE1 Corded phone,159.984,2,13.9986,0,COD
8761,CA-2019-159891,31-Jan-2019,06-Feb-2019,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Atlanta,Georgia,South,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1270.99,1,635.495,0,Online
5059,CA-2019-120796,03-Apr-2019,07-Apr-2019,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-BI-10004330,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",99.846,9,-83.205,0,COD
8563,CA-2019-123540,02-Apr-2019,06-Apr-2019,Second Class,DJ-13420,Denny Joy,Corporate,United States,Milwaukee,Wisconsin,Central,FUR-CH-10000847,Furniture,Chairs,Global Executive Mid-Back Manager's Chair,1454.9,5,378.274,0,COD
1086,US-2019-143819,01-Mar-2019,05-Mar-2019,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York,East,TEC-MA-10003979,Technology,Machines,Ativa V4110MDD Micro-Cut Shredder,4899.93,7,2400.9657,0,COD
8523,US-2019-160206,01-Apr-2019,07-Apr-2019,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Milwaukee,Wisconsin,Central,TEC-PH-10000148,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,12.99,1,0.2598,0,Online
5643,CA-2019-127985,01-Apr-2019,05-Apr-2019,Second Class,DB-12910,Daniel Byrd,Home Office,United States,Columbus,Georgia,South,FUR-FU-10003274,Furniture,Furnishings,Regeneration Desk Collection,7.04,4,3.0976,0,COD
1085,US-2019-143819,01-Mar-2019,05-Mar-2019,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York,East,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,362.92,2,105.2468,0,COD
7505,CA-2019-158043,31-Jan-2019,04-Feb-2019,Second Class,JK-15325,Jason Klamczynski,Corporate,United States,Atlantic City,New Jersey,East,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,23.36,2,11.68,0,Cards
26,CA-2019-121755,16-Jan-2019,20-Jan-2019,Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Los Angeles,California,West,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,11.648,2,4.2224,0,Cards
7809,US-2019-137295,08-Jan-2019,13-Jan-2019,Standard Class,VS-21820,Vivek Sundaresam,Consumer,United States,Raleigh,North Carolina,South,OFF-AR-10001955,Office Supplies,Art,Newell 319,47.616,3,5.952,0,COD
5868,CA-2019-158211,04-Jan-2019,08-Jan-2019,Standard Class,BP-11185,Ben Peterman,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-AR-10004078,Office Supplies,Art,Newell 312,4.672,1,0.584,0,Online
5144,CA-2019-111213,01-Apr-2019,05-Apr-2019,Standard Class,FP-14320,Frank Preis,Consumer,United States,New York City,New York,East,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,3.592,1,1.1225,0,COD
5143,CA-2019-111213,01-Apr-2019,05-Apr-2019,Standard Class,FP-14320,Frank Preis,Consumer,United States,New York City,New York,East,OFF-SU-10000946,Office Supplies,Supplies,Staple remover,63.84,8,18.5136,0,COD
1084,US-2019-143819,01-Mar-2019,05-Mar-2019,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York,East,OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper,26.38,1,12.1348,0,COD
5142,CA-2019-111213,01-Apr-2019,05-Apr-2019,Standard Class,FP-14320,Frank Preis,Consumer,United States,New York City,New York,East,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1317.492,6,292.776,0,COD
4092,CA-2019-161473,01-Apr-2019,05-Apr-2019,Standard Class,TB-21175,Thomas Boland,Corporate,United States,New York City,New York,East,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,14.352,3,4.6644,0,COD
1083,US-2019-143819,01-Mar-2019,05-Mar-2019,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York,East,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,836.592,8,-264.9208,0,COD
5114,CA-2019-147970,31-Jan-2019,02-Feb-2019,Second Class,AB-10150,Aimee Bixby,Consumer,United States,Dallas,Texas,Central,OFF-PA-10003936,Office Supplies,Paper,Xerox 1994,15.552,3,5.4432,0,Cards
4091,CA-2019-161473,01-Apr-2019,05-Apr-2019,Standard Class,TB-21175,Thomas Boland,Corporate,United States,New York City,New York,East,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,10.95,3,3.285,0,COD
4090,CA-2019-161473,01-Apr-2019,05-Apr-2019,Standard Class,TB-21175,Thomas Boland,Corporate,United States,New York City,New York,East,OFF-LA-10001297,Office Supplies,Labels,Avery 473,20.7,2,9.936,0,COD
9063,CA-2019-101623,28-Feb-2019,06-Mar-2019,Standard Class,RR-19525,Rick Reed,Corporate,United States,New York City,New York,East,OFF-FA-10003495,Office Supplies,Fasteners,Staples,36.48,6,18.24,0,Online
3967,CA-2019-149902,01-Apr-2019,06-Apr-2019,Standard Class,DW-13540,Don Weiss,Consumer,United States,New York City,New York,East,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,88.04,4,22.8904,0,Online
648,CA-2019-103947,01-Apr-2019,08-Apr-2019,Standard Class,BB-10990,Barry Blumstein,Corporate,United States,Sierra Vista,Arizona,West,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,30.144,2,3.0144,0,Online
3758,CA-2019-111283,28-Feb-2019,04-Mar-2019,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Newark,Ohio,East,OFF-AR-10001615,Office Supplies,Art,Newell 34,111.104,7,8.3328,0,COD
5000,CA-2019-129238,31-Jan-2019,04-Feb-2019,Standard Class,SC-20050,Sample Company A,Home Office,United States,Los Angeles,California,West,OFF-PA-10002764,Office Supplies,Paper,Easy-staple paper,56.7,5,27.783,0,COD
5968,CA-2019-166912,15-Jan-2019,17-Jan-2019,First Class,BE-11335,Bill Eplett,Home Office,United States,New York City,New York,East,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,81.98,2,40.1702,0,Online
647,CA-2019-103947,01-Apr-2019,08-Apr-2019,Standard Class,BB-10990,Barry Blumstein,Corporate,United States,Sierra Vista,Arizona,West,OFF-FA-10003112,Office Supplies,Fasteners,Staples,31.56,5,9.8625,0,Online
453,CA-2019-166674,01-Apr-2019,03-Apr-2019,Second Class,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,East,TEC-PH-10002365,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,35.12,4,9.1312,0,Online
7848,CA-2019-128706,27-Feb-2019,02-Mar-2019,Standard Class,DW-13540,Don Weiss,Consumer,United States,Houston,Texas,Central,FUR-FU-10004053,Furniture,Furnishings,DAX Two-Tone Silver Metal Document Frame,16.192,2,-6.8816,0,Online
452,CA-2019-166674,01-Apr-2019,03-Apr-2019,Second Class,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,East,OFF-AR-10004974,Office Supplies,Art,Newell 342,9.84,3,2.8536,0,COD
451,CA-2019-166674,01-Apr-2019,03-Apr-2019,Second Class,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,East,OFF-AR-10003156,Office Supplies,Art,50 Colored Long Pencils,30.48,3,7.9248,0,COD
4555,CA-2019-101448,27-Feb-2019,01-Mar-2019,Second Class,EB-13930,Eric Barreto,Consumer,United States,La Crosse,Wisconsin,Central,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,56.82,3,28.41,0,Online
4999,CA-2019-129238,31-Jan-2019,04-Feb-2019,Standard Class,SC-20050,Sample Company A,Home Office,United States,Los Angeles,California,West,TEC-PH-10004120,Technology,Phones,AT&T 1080 Phone,109.592,1,8.2194,0,Cards
450,CA-2019-166674,01-Apr-2019,03-Apr-2019,Second Class,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,East,OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,263.88,6,71.2476,0,COD
449,CA-2019-166674,01-Apr-2019,03-Apr-2019,Second Class,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,East,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,161.94,3,9.7164,0,COD
1579,CA-2019-102456,27-Feb-2019,01-Mar-2019,First Class,DL-12865,Dan Lawera,Consumer,United States,New York City,New York,East,OFF-AP-10004336,Office Supplies,Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",170.88,3,49.5552,0,COD
448,CA-2019-166674,01-Apr-2019,03-Apr-2019,Second Class,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,East,OFF-AR-10000588,Office Supplies,Art,Newell 345,59.52,3,15.4752,0,COD
6128,CA-2019-124100,31-Mar-2019,06-Apr-2019,Standard Class,EH-13990,Erica Hackney,Consumer,United States,New York City,New York,East,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",327.996,6,54.666,0,COD
2742,CA-2019-165015,25-Feb-2019,27-Feb-2019,Second Class,BD-11725,Bruce Degenhardt,Consumer,United States,Newark,Ohio,East,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,46.72,5,17.52,0,Online
8927,CA-2019-168032,30-Jan-2019,03-Feb-2019,Standard Class,DF-13135,David Flashing,Consumer,United States,Rockford,Illinois,Central,FUR-TA-10004256,Furniture,Tables,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,626.1,3,-538.446,0,Online
3744,CA-2019-137848,15-Jan-2019,21-Jan-2019,Standard Class,WB-21850,William Brown,Consumer,United States,New York City,New York,East,OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",49.536,3,17.3376,0,Cards
7808,US-2019-137295,08-Jan-2019,13-Jan-2019,Standard Class,VS-21820,Vivek Sundaresam,Consumer,United States,Raleigh,North Carolina,South,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",30.828,7,-24.6624,0,Cards
5422,US-2019-151827,31-Mar-2019,02-Apr-2019,Second Class,CS-11950,Carlos Soltero,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,31.984,2,1.1994,0,COD
5421,US-2019-151827,31-Mar-2019,02-Apr-2019,Second Class,CS-11950,Carlos Soltero,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-PH-10002789,Technology,Phones,LG Exalt,280.782,3,-60.8361,0,Online
6237,CA-2019-144400,23-Feb-2019,27-Feb-2019,Standard Class,AC-10420,Alyssa Crouse,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-EN-10004386,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",57.576,3,21.591,0,COD
1328,CA-2019-128258,30-Mar-2019,01-Apr-2019,First Class,CP-12085,Cathy Prescott,Corporate,United States,Norwich,Connecticut,East,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,11.34,1,5.5566,0,COD
6383,CA-2019-127236,29-Mar-2019,02-Apr-2019,Standard Class,TB-21595,Troy Blackwell,Consumer,United States,Springfield,Ohio,East,TEC-PH-10000141,Technology,Phones,Clearsounds A400,158.376,4,-36.9544,0,COD
5407,US-2019-143280,22-Feb-2019,26-Feb-2019,Standard Class,TZ-21580,Tracy Zic,Consumer,United States,Los Angeles,California,West,OFF-FA-10000992,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",10.65,3,5.0055,0,COD
8926,CA-2019-168032,30-Jan-2019,03-Feb-2019,Standard Class,DF-13135,David Flashing,Consumer,United States,Rockford,Illinois,Central,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,1.728,3,-2.6784,0,Cards
6382,CA-2019-127236,29-Mar-2019,02-Apr-2019,Standard Class,TB-21595,Troy Blackwell,Consumer,United States,Springfield,Ohio,East,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",299.975,5,-167.986,0,Online
3976,CA-2019-167556,29-Mar-2019,02-Apr-2019,Standard Class,JM-15250,Janet Martin,Consumer,United States,New York City,New York,East,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,41.328,7,14.9814,0,COD
5406,US-2019-143280,22-Feb-2019,26-Feb-2019,Standard Class,TZ-21580,Tracy Zic,Consumer,United States,Los Angeles,California,West,TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,36.24,1,15.2208,0,COD
3975,CA-2019-167556,29-Mar-2019,02-Apr-2019,Standard Class,JM-15250,Janet Martin,Consumer,United States,New York City,New York,East,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",414,8,124.2,0,COD
2986,CA-2019-139269,25-May-2019,30-May-2019,Standard Class,JB-16045,Julia Barnett,Home Office,United States,Columbus,Georgia,South,FUR-FU-10000755,Furniture,Furnishings,Eldon Expressions Mahogany Wood Desk Collection,24.96,4,6.24,0,Online
2987,CA-2019-139269,25-May-2019,30-May-2019,Standard Class,JB-16045,Julia Barnett,Home Office,United States,Columbus,Georgia,South,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",19.36,2,9.2928,0,COD
2988,CA-2019-139269,25-May-2019,30-May-2019,Standard Class,JB-16045,Julia Barnett,Home Office,United States,Columbus,Georgia,South,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",1267.65,9,152.118,0,COD
1274,CA-2019-119186,26-May-2019,26-May-2019,Same Day,MS-17710,Maurice Satty,Consumer,United States,Fort Worth,Texas,Central,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,10.368,2,3.6288,0,Online
1275,CA-2019-119186,26-May-2019,26-May-2019,Same Day,MS-17710,Maurice Satty,Consumer,United States,Fort Worth,Texas,Central,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,388.43,5,-88.784,0,Cards
1276,CA-2019-119186,26-May-2019,26-May-2019,Same Day,MS-17710,Maurice Satty,Consumer,United States,Fort Worth,Texas,Central,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),14.352,3,5.2026,0,COD
1277,CA-2019-119186,26-May-2019,26-May-2019,Same Day,MS-17710,Maurice Satty,Consumer,United States,Fort Worth,Texas,Central,TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,63.992,1,-7.1991,0,Cards
1639,CA-2019-157266,26-May-2019,01-Jun-2019,Standard Class,TB-21280,Toby Braunhardt,Consumer,United States,Washington,District of Columbia,East,OFF-PA-10002689,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),19.44,3,9.3312,0,Cards
1640,CA-2019-157266,26-May-2019,01-Jun-2019,Standard Class,TB-21280,Toby Braunhardt,Consumer,United States,Washington,District of Columbia,East,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,9.64,2,4.4344,0,COD
1641,CA-2019-157266,26-May-2019,01-Jun-2019,Standard Class,TB-21280,Toby Braunhardt,Consumer,United States,Washington,District of Columbia,East,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",12.7,2,5.842,0,COD
1642,CA-2019-157266,26-May-2019,01-Jun-2019,Standard Class,TB-21280,Toby Braunhardt,Consumer,United States,Washington,District of Columbia,East,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,41.37,3,17.3754,0,Online
3214,CA-2019-132409,26-May-2019,01-Jun-2019,Standard Class,TH-21235,Tiffany House,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-AR-10001919,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",1.504,1,0.1692,0,Cards
3215,CA-2019-132409,26-May-2019,01-Jun-2019,Standard Class,TH-21235,Tiffany House,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,34.848,2,6.534,0,COD
6605,CA-2019-148852,26-May-2019,31-May-2019,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Santa Ana,California,West,OFF-FA-10003467,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",5.94,3,0,0,Cards
6606,CA-2019-148852,26-May-2019,31-May-2019,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Santa Ana,California,West,OFF-PA-10001293,Office Supplies,Paper,Xerox 1946,45.36,7,21.7728,0,Cards
6607,CA-2019-148852,26-May-2019,31-May-2019,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Santa Ana,California,West,TEC-PH-10003885,Technology,Phones,Cisco SPA508G,211.168,4,23.7564,0,Online
6608,CA-2019-148852,26-May-2019,31-May-2019,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Santa Ana,California,West,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,484.704,6,-84.8232,0,Cards
6609,CA-2019-148852,26-May-2019,31-May-2019,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Santa Ana,California,West,TEC-MA-10002428,Technology,Machines,Fellowes Powershred HS-440 4-Sheet High Security Shredder,371.976,3,116.2425,0,Online
9276,CA-2019-113236,26-May-2019,29-May-2019,Second Class,CP-12085,Cathy Prescott,Corporate,United States,Delray Beach,Florida,South,OFF-ST-10000532,Office Supplies,Storage,Advantus Rolling Drawer Organizers,184.704,6,13.8528,0,COD
9277,CA-2019-113236,26-May-2019,29-May-2019,Second Class,CP-12085,Cathy Prescott,Corporate,United States,Delray Beach,Florida,South,TEC-AC-10001267,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,47.92,2,11.98,0,Cards
9501,CA-2019-149237,26-May-2019,30-May-2019,Standard Class,CM-12235,Chris McAfee,Consumer,United States,Milwaukee,Wisconsin,Central,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,26.94,3,11.3148,0,COD
5171,CA-2019-122903,27-May-2019,29-May-2019,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Detroit,Michigan,Central,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,3504.9,5,700.98,0,Cards
5172,CA-2019-122903,27-May-2019,29-May-2019,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Detroit,Michigan,Central,OFF-PA-10001790,Office Supplies,Paper,Xerox 1910,144.12,3,69.1776,0,Online
5173,CA-2019-122903,27-May-2019,29-May-2019,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Detroit,Michigan,Central,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,314.55,3,150.984,0,Cards
7605,CA-2019-101791,27-May-2019,31-May-2019,Standard Class,BS-11665,Brian Stugart,Consumer,United States,Chicago,Illinois,Central,FUR-FU-10003247,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,25.176,3,-33.3582,0,Online
7606,CA-2019-101791,27-May-2019,31-May-2019,Standard Class,BS-11665,Brian Stugart,Consumer,United States,Chicago,Illinois,Central,FUR-FU-10002191,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,5.584,2,-1.6752,0,Online
7607,CA-2019-101791,27-May-2019,31-May-2019,Standard Class,BS-11665,Brian Stugart,Consumer,United States,Chicago,Illinois,Central,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,1297.368,9,97.3026,0,COD
7869,CA-2019-136994,27-May-2019,02-Jun-2019,Standard Class,LS-17245,Lynn Smith,Consumer,United States,Los Angeles,California,West,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",13.38,2,6.1548,0,Online
853,CA-2019-113747,28-May-2019,04-Jun-2019,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,Jackson,Mississippi,South,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",185.88,6,50.1876,0,COD
3169,CA-2019-138695,28-May-2019,03-Jun-2019,Standard Class,KC-16675,Kimberly Carter,Corporate,United States,Tallahassee,Florida,South,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,390.272,8,-24.392,0,Cards
3170,CA-2019-138695,28-May-2019,03-Jun-2019,Standard Class,KC-16675,Kimberly Carter,Corporate,United States,Tallahassee,Florida,South,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),62.192,13,19.435,0,COD
